Sr.,Date,open ,high,low,close
635,06/04 9:36,2234.3,2234.9,2233.05,2233.8
636,06/04 9:35,2238.1,2239.2,2234.3,2234.8
637,06/04 9:34,2237.55,2239.9,2235.35,2238.1
638,06/04 9:33,2241.95,2241.95,2236.45,2237.25
639,06/04 9:32,2243.35,2244.3,2240.8,2241.95
640,06/04 9:31,2239.9,2243.7,2239.9,2242.9
641,06/04 9:30,2239.1,2242.5,2236.05,2240.95
642,06/04 9:29,2239.3,2240.0,2236.9,2239.1
643,06/04 9:28,2235.25,2239.95,2234.05,2239.85
644,06/04 9:27,2231.1,2235.8,2231.05,2235.3
645,06/04 9:26,2229.15,2231.9,2228.4,2231.1
646,06/04 9:25,2226.55,2229.7,2226.15,2229.15
647,06/04 9:24,2224.4,2226.85,2223.65,2226.55
648,06/04 9:23,2226.7,2227.0,2223.65,2223.65
649,06/04 9:22,2228.7,2229.0,2225.7,2226.7
650,06/04 9:21,2220.15,2228.7,2220.15,2228.7
651,06/04 9:20,2219.1,2221.15,2217.05,2220.65
652,06/04 9:19,2212.0,2219.1,2212.0,2219.1
653,06/04 9:18,2215.15,2215.15,2211.4,2212.0
654,06/04 9:17,2212.5,2215.15,2211.4,2215.15
655,06/04 9:16,2212.9,2212.95,2210.55,2212.5
656,06/04 9:15,2211.4,2216.3,2209.55,2212.9
657,05/04 15:29,2216.7,2218.1,2216.2,2218.0
658,05/04 15:28,2216.3,2218.1,2216.3,2218.05
659,05/04 15:27,2218.05,2218.1,2216.3,2216.3
660,05/04 15:26,2218.1,2218.1,2216.7,2218.05
661,05/04 15:25,2218.1,2218.1,2217.1,2218.1
662,05/04 15:24,2217.15,2218.1,2216.65,2218.1
663,05/04 15:23,2217.55,2218.1,2216.5,2216.85
664,05/04 15:22,2217.15,2218.1,2216.75,2217.55
665,05/04 15:21,2217.05,2218.05,2216.2,2217.15
666,05/04 15:20,2218.1,2218.1,2215.7,2217.05
667,05/04 15:19,2216.2,2218.1,2216.2,2218.1
668,05/04 15:18,2216.2,2218.0,2216.05,2216.2
669,05/04 15:17,2217.4,2217.4,2216.15,2216.2
670,05/04 15:16,2216.35,2217.5,2216.2,2217.4
671,05/04 15:15,2217.5,2218.0,2216.2,2216.35
672,05/04 15:14,2216.4,2217.5,2216.2,2217.5
673,05/04 15:13,2216.2,2217.1,2216.2,2216.75
674,05/04 15:12,2216.85,2217.15,2216.2,2216.2
675,05/04 15:11,2216.7,2217.15,2216.2,2216.2
676,05/04 15:10,2217.15,2218.1,2216.2,2217.15
677,05/04 15:09,2217.85,2218.5,2217.25,2217.5
678,05/04 15:08,2218.25,2218.95,2217.25,2217.85
679,05/04 15:07,2217.2,2218.75,2217.15,2218.2
680,05/04 15:06,2216.55,2218.75,2215.85,2217.2
681,05/04 15:05,2217.5,2217.6,2216.2,2216.55
682,05/04 15:04,2216.2,2217.45,2215.85,2216.8
683,05/04 15:03,2216.1,2216.2,2215.0,2216.2
684,05/04 15:02,2215.25,2216.2,2214.55,2215.8
685,05/04 15:01,2217.15,2217.15,2214.55,2216.1
686,05/04 15:00,2214.2,2217.15,2212.9,2217.15
687,05/04 14:59,2214.45,2214.55,2213.65,2213.7
688,05/04 14:58,2213.75,2214.55,2213.25,2214.45
689,05/04 14:57,2212.15,2214.3,2212.15,2213.75
690,05/04 14:56,2213.05,2213.35,2212.15,2212.15
691,05/04 14:55,2211.7,2213.35,2211.7,2212.1
692,05/04 14:54,2213.25,2213.35,2212.05,2212.85
693,05/04 14:53,2213.8,2213.8,2212.4,2213.25
694,05/04 14:52,2213.35,2213.8,2212.65,2213.8
695,05/04 14:51,2214.3,2214.3,2213.35,2213.65
696,05/04 14:50,2214.1,2214.3,2213.2,2214.3
697,05/04 14:49,2214.1,2214.15,2213.35,2214.15
698,05/04 14:48,2213.95,2215.05,2213.35,2213.35
699,05/04 14:47,2214.95,2215.05,2213.95,2215.05
700,05/04 14:46,2213.85,2214.95,2213.65,2214.95
701,05/04 14:45,2215.15,2215.15,2213.7,2213.85
702,05/04 14:44,2215.15,2215.15,2214.75,2215.15
703,05/04 14:43,2213.55,2215.15,2213.55,2215.15
704,05/04 14:42,2213.55,2214.05,2212.6,2213.55
705,05/04 14:41,2214.05,2214.9,2213.55,2213.55
706,05/04 14:40,2214.4,2214.9,2213.75,2214.05
707,05/04 14:39,2214.2,2214.95,2213.35,2214.4
708,05/04 14:38,2215.25,2215.25,2213.7,2214.2
709,05/04 14:37,2215.05,2215.25,2214.15,2215.25
710,05/04 14:36,2215.25,2215.25,2214.2,2215.05
711,05/04 14:35,2212.85,2215.25,2212.85,2215.25
712,05/04 14:34,2213.35,2214.2,2212.85,2212.85
713,05/04 14:33,2212.8,2214.3,2212.6,2212.6
714,05/04 14:32,2213.35,2213.65,2212.4,2212.8
715,05/04 14:31,2212.5,2213.35,2212.4,2213.35
716,05/04 14:30,2213.25,2213.3,2212.3,2212.5
717,05/04 14:29,2212.4,2213.3,2212.4,2213.25
718,05/04 14:28,2211.75,2213.2,2211.75,2212.4
719,05/04 14:27,2212.1,2213.35,2211.75,2211.75
720,05/04 14:26,2213.35,2213.7,2211.9,2212.1
721,05/04 14:25,2214.55,2214.55,2212.9,2213.35
722,05/04 14:24,2214.3,2215.5,2214.3,2214.55
723,05/04 14:23,2213.35,2214.3,2212.6,2214.3
724,05/04 14:22,2213.4,2214.0,2213.35,2213.35
725,05/04 14:21,2213.35,2214.35,2212.9,2213.4
726,05/04 14:20,2213.8,2213.9,2212.75,2213.4
727,05/04 14:19,2214.05,2214.05,2212.6,2213.8
728,05/04 14:18,2213.5,2214.4,2213.4,2214.3
729,05/04 14:17,2212.85,2214.3,2212.85,2213.5
730,05/04 14:16,2214.45,2215.3,2212.85,2212.85
731,05/04 14:15,2215.6,2216.0,2214.45,2214.45
732,05/04 14:14,2215.75,2215.85,2214.45,2215.6
733,05/04 14:13,2216.2,2216.2,2214.35,2215.75
734,05/04 14:12,2216.0,2216.1,2214.3,2216.1
735,05/04 14:11,2212.55,2216.15,2212.55,2216.0
736,05/04 14:10,2212.1,2213.25,2211.5,2212.55
737,05/04 14:09,2212.9,2213.35,2211.5,2212.1
738,05/04 14:08,2212.85,2213.55,2211.8,2212.2
739,05/04 14:07,2213.35,2213.35,2212.0,2213.35
740,05/04 14:06,2212.4,2213.35,2212.4,2213.35
741,05/04 14:05,2211.4,2212.85,2211.4,2212.4
742,05/04 14:04,2211.9,2212.3,2211.4,2211.4
743,05/04 14:03,2211.4,2211.9,2210.55,2211.9
744,05/04 14:02,2210.45,2211.4,2209.1,2210.55
745,05/04 14:01,2210.45,2210.45,2209.65,2210.45
746,05/04 14:00,2210.4,2211.55,2210.25,2210.45
747,05/04 13:59,2211.1,2211.75,2210.6,2211.4
748,05/04 13:58,2210.75,2211.1,2209.9,2211.1
749,05/04 13:57,2211.05,2211.1,2209.9,2211.0
750,05/04 13:56,2211.35,2211.35,2209.8,2211.1
751,05/04 13:55,2210.45,2211.35,2210.35,2211.35
752,05/04 13:54,2209.75,2210.45,2209.75,2210.45
753,05/04 13:53,2210.25,2210.45,2209.5,2209.75
754,05/04 13:52,2209.5,2210.25,2209.45,2210.25
755,05/04 13:51,2210.0,2210.0,2208.75,2209.5
756,05/04 13:50,2209.85,2210.45,2209.5,2210.0
757,05/04 13:49,2209.35,2210.8,2209.35,2209.85
758,05/04 13:48,2210.45,2210.45,2208.7,2210.25
759,05/04 13:47,2212.2,2212.25,2210.3,2210.75
760,05/04 13:46,2209.95,2211.95,2209.95,2211.95
761,05/04 13:45,2209.05,2211.1,2208.15,2211.1
762,05/04 13:44,2207.8,2209.05,2207.75,2209.05
763,05/04 13:43,2207.75,2209.7,2207.75,2207.8
764,05/04 13:42,2210.8,2210.8,2207.75,2207.75
765,05/04 13:41,2209.35,2210.8,2208.7,2210.8
766,05/04 13:40,2210.15,2210.8,2209.2,2209.3
767,05/04 13:39,2210.25,2210.25,2208.85,2210.25
768,05/04 13:38,2211.55,2211.55,2210.4,2210.55
769,05/04 13:37,2209.2,2211.65,2209.2,2211.55
770,05/04 13:36,2209.0,2209.6,2207.75,2209.5
771,05/04 13:35,2209.85,2209.9,2208.6,2209.0
772,05/04 13:34,2210.1,2210.35,2209.15,2209.85
773,05/04 13:33,2209.75,2210.85,2208.55,2210.1
774,05/04 13:32,2213.45,2213.45,2209.75,2209.75
775,05/04 13:31,2213.35,2214.2,2212.8,2213.5
776,05/04 13:30,2211.75,2213.35,2211.75,2212.9
777,05/04 13:29,2211.9,2213.3,2211.2,2211.75
778,05/04 13:28,2208.55,2211.9,2208.55,2211.9
779,05/04 13:27,2210.75,2211.1,2208.55,2208.55
780,05/04 13:26,2209.7,2211.2,2209.7,2209.7
781,05/04 13:25,2211.15,2211.6,2209.7,2209.7
782,05/04 13:24,2211.4,2211.6,2209.95,2211.15
783,05/04 13:23,2211.35,2211.4,2210.85,2211.4
784,05/04 13:22,2211.4,2211.85,2210.45,2211.4
785,05/04 13:21,2210.35,2211.4,2210.25,2211.4
786,05/04 13:20,2210.25,2211.4,2210.25,2210.35
787,05/04 13:19,2210.0,2211.4,2209.85,2211.4
788,05/04 13:18,2209.85,2211.2,2209.85,2210.0
789,05/04 13:17,2209.5,2211.2,2209.5,2209.85
790,05/04 13:16,2210.65,2210.65,2209.5,2209.6
791,05/04 13:15,2212.0,2212.0,2209.6,2210.65
792,05/04 13:14,2210.5,2212.35,2210.5,2211.15
793,05/04 13:13,2211.45,2211.45,2210.45,2210.45
794,05/04 13:12,2211.75,2212.55,2211.45,2211.45
795,05/04 13:11,2212.8,2212.8,2211.65,2211.75
796,05/04 13:10,2212.0,2213.1,2211.4,2212.8
797,05/04 13:09,2211.45,2212.35,2211.4,2212.0
798,05/04 13:08,2212.4,2212.4,2211.4,2211.45
